,Dates,Ratings,Reviews
491,"May 29, 2019",Rated 5 stars out of five stars,good and excellent
492,"February 12, 2019",Rated 5 stars out of five stars,Awesome Experience of using this app. very user friendly
493,"March 31, 2019",Rated 5 stars out of five stars,Really a user friendly app which can meet almost all requirement that any mobile banking app can do.
494,"March 30, 2019",Rated 5 stars out of five stars,very intelligent system and easy I had use NBD online since more than 5 years ago
495,"March 29, 2019",Rated 5 stars out of five stars,Excellent User interface & navigation of menus.
496,"April 13, 2019",Rated 5 stars out of five stars,its really easy. thank you for developing
497,"March 30, 2019",Rated 5 stars out of five stars,"Very convinient to use, helpful and great facilities."
498,"March 29, 2019",Rated 5 stars out of five stars,Excellent App for online banking. ENBD maintains it's wonderful leadership over other bank's with this easy to use App.
499,"May 23, 2019",Rated 5 stars out of five stars,easy to use and faster anywhere you are.
500,"February 26, 2019",Rated 1 stars out of five stars,smart pass is worst. and direct debit for interation always reject.
501,"April 8, 2019",Rated 2 stars out of five stars,All the services were temporarily unavailable.
502,"March 25, 2019",Rated 4 stars out of five stars,Not fare that your bank is not having call back option.
503,"May 22, 2019",Rated 1 stars out of five stars,so many useless ads and redirection for those ads.
504,"May 29, 2019",Rated 5 stars out of five stars,Good Bank App so far👌
505,"March 31, 2019",Rated 5 stars out of five stars,This is the best online banking experience of my life!
506,"January 28, 2019",Rated 5 stars out of five stars,one of the best banking app. easy to use..
507,"May 29, 2019",Rated 5 stars out of five stars,this aap is so good
508,"March 15, 2019",Rated 5 stars out of five stars,excellent. not tried any other functions.
509,"May 5, 2019",Rated 5 stars out of five stars,"very fast, very helpful, very easy"
510,"May 6, 2019",Rated 5 stars out of five stars,i got a good experiance and service with this app and bank thanks
511,"March 13, 2019",Rated 1 stars out of five stars,there is no bank in list.international transaction.
512,"January 30, 2019",Rated 5 stars out of five stars,Very convenient to use.. One of the best.
513,"May 17, 2019",Rated 5 stars out of five stars,"Best Banking App ever, verry convenient and easy to use"
514,"March 10, 2019",Rated 5 stars out of five stars,very easy to use. managing accounts on ur fingertips
515,"April 4, 2019",Rated 5 stars out of five stars,very easy n fast. thanks ENBD for this beautiful app.
516,"February 7, 2019",Rated 5 stars out of five stars,Very fast and accurate processing of any requested matters
517,"February 1, 2019",Rated 1 stars out of five stars,worst customer service. not recommended.
518,"April 2, 2019",Rated 5 stars out of five stars,perfect application with great possibilities simply the best
519,"May 7, 2019",Rated 1 stars out of five stars,no changes made inspite of reminders since last 12 months
520,"May 1, 2019",Rated 5 stars out of five stars,Very flexible and easy access for banking purpose
521,"May 14, 2019",Rated 3 stars out of five stars,Give a call if you want to a short review
522,"May 5, 2019",Rated 5 stars out of five stars,wow is very easy and save the time.
523,"March 30, 2019",Rated 5 stars out of five stars,is application is very good only need to add the serive of nol card recharge
524,"April 20, 2019",Rated 5 stars out of five stars,nice one but they need to have more latest functions
525,"April 26, 2019",Rated 1 stars out of five stars,keeps saying wrong information !!!
526,"April 5, 2019",Rated 4 stars out of five stars,banking is very good but customer service not good
527,"March 8, 2019",Rated 1 stars out of five stars,Poor application. Not working properly.
528,"May 26, 2019",Rated 1 stars out of five stars,No support for fingerprint scanner.
529,"May 31, 2019",Rated 5 stars out of five stars,Best banking app
530,"May 15, 2019",Rated 1 stars out of five stars,Not all bank branches are included........
531,"March 30, 2019",Rated 5 stars out of five stars,easy to use and all details are there which i needed
532,"March 31, 2019",Rated 1 stars out of five stars,Am not happy with frequent mandatory updates!!
533,"April 24, 2019",Rated 1 stars out of five stars,very awful experience want to withdraw from your services
534,"June 3, 2019",Rated 1 stars out of five stars,only problem is large space needed in mobile storage
535,"March 28, 2019",Rated 4 stars out of five stars,Just started using this App and it's working fine
536,"March 17, 2019",Rated 3 stars out of five stars,Not able to install on huwai nova4. Kindly check.
537,"March 31, 2019",Rated 1 stars out of five stars,if i do not hv space in device i cannot open the app
538,"March 1, 2019",Rated 5 stars out of five stars,Top app all payments you need it is available Great banking experience
539,"May 2, 2019",Rated 5 stars out of five stars,it's very nice and useful application
540,"May 25, 2019",Rated 5 stars out of five stars,The essyest bank app
541,"January 25, 2019",Rated 5 stars out of five stars,"very fast, efficient, and user friendly"
542,"March 29, 2019",Rated 5 stars out of five stars,"Most user friendly. Very fast and secure, easy to use."
543,"January 27, 2019",Rated 4 stars out of five stars,Good interface and ease of use for payments
544,"May 12, 2019",Rated 3 stars out of five stars,"not received SMS, I have to go to ATM"
545,"January 25, 2019",Rated 1 stars out of five stars,every time I opened this app there is update.
546,"March 5, 2019",Rated 5 stars out of five stars,it's great experience with ENBD online banking app. thanks
547,"May 29, 2019",Rated 5 stars out of five stars,Easy to use 👍
548,"March 29, 2019",Rated 5 stars out of five stars,The best banking app there is.
549,"May 29, 2019",Rated 5 stars out of five stars,the best app
550,"May 27, 2019",Rated 4 stars out of five stars,Easy to use
551,"April 28, 2019",Rated 4 stars out of five stars,Very accessible and hassle free.
552,"April 4, 2019",Rated 4 stars out of five stars,I like how simple and user friendly it is.
553,"May 28, 2019",Rated 1 stars out of five stars,"you guys are disgrace on customer service, o"
554,"March 20, 2019",Rated 3 stars out of five stars,the app is not working please fix still not working on android Q
555,"May 28, 2019",Rated 5 stars out of five stars,Very good app. Easy to use and safe.
556,"May 29, 2019",Rated 5 stars out of five stars,very good app
557,"May 7, 2019",Rated 4 stars out of five stars,good and easy process. thank you
558,"May 1, 2019",Rated 5 stars out of five stars,"Easiest and the best, I feel great"
559,"April 19, 2019",Rated 4 stars out of five stars,application is good but need more improvement
560,"April 29, 2019",Rated 5 stars out of five stars,most friendly app covering all / most of the services
561,"April 1, 2019",Rated 5 stars out of five stars,good fast better than any other bank...
562,"March 15, 2019",Rated 1 stars out of five stars,Not.installing at all ON mate 9 Huawei... Strange it stops at 65%
563,"May 26, 2019",Rated 5 stars out of five stars,User friendly and ease of use...
564,"April 13, 2019",Rated 5 stars out of five stars,This is one of the best Banking App.
565,"March 23, 2019",Rated 1 stars out of five stars,not a stable application. needs improvement please
566,"March 1, 2019",Rated 5 stars out of five stars,very nice approach towards online banking.
567,"February 23, 2019",Rated 3 stars out of five stars,average..could have been more simple.
568,"February 20, 2019",Rated 5 stars out of five stars,amazing service. keep it up... Thanks
569,"March 29, 2019",Rated 5 stars out of five stars,such an effective app strongly recommend it
570,"January 27, 2019",Rated 5 stars out of five stars,It is user friendly and fast responsive
571,"March 14, 2019",Rated 5 stars out of five stars,Excellent app. Works as intended using Samsung S8.
572,"January 25, 2019",Rated 1 stars out of five stars,when sending remittance its always an error
573,"June 26, 2019",Rated 1 stars out of five stars,what a disaster
574,"January 26, 2019",Rated 5 stars out of five stars,"fast, reliable and secured way of banking"
575,"April 8, 2019",Rated 5 stars out of five stars,It's a very user friendly app..
576,"March 3, 2019",Rated 5 stars out of five stars,where is the smart pas option...??
577,"March 24, 2019",Rated 4 stars out of five stars,good experience. slowness can be improved
578,"March 29, 2019",Rated 5 stars out of five stars,Very nice to bank in Emirates NBD Bank
579,"April 16, 2019",Rated 5 stars out of five stars,very good apps and very easy to use
580,"February 2, 2019",Rated 1 stars out of five stars,its always having technical problems.. so that i
581,"February 24, 2019",Rated 5 stars out of five stars,very easy to use and very fast and save
582,"March 27, 2019",Rated 2 stars out of five stars,Smart pass activation not working as in previous versions
583,"March 10, 2019",Rated 5 stars out of five stars,"Easy and safe, without hanging, very usefull"
584,"April 17, 2019",Rated 1 stars out of five stars,loging for the first time is a nightmare
585,"April 22, 2019",Rated 5 stars out of five stars,very smooth and easy to use app
586,"March 26, 2019",Rated 5 stars out of five stars,This is a very good and user friendly app.
587,"February 7, 2019",Rated 2 stars out of five stars,not user friendly. too many steps
588,"May 7, 2019",Rated 5 stars out of five stars,very useful easy to use and stable
589,"May 25, 2019",Rated 5 stars out of five stars,very nice and user-friendly
590,"January 28, 2019",Rated 1 stars out of five stars,I cannot login after the update.
591,"March 24, 2019",Rated 5 stars out of five stars,Now the app is working perfectly.
592,"May 26, 2019",Rated 5 stars out of five stars,Very convenient in a lot of ways
593,"January 27, 2019",Rated 4 stars out of five stars,5* if i can do normal transfers with Shake n Save
594,"February 18, 2019",Rated 5 stars out of five stars,user friendly with good security features
595,"May 25, 2019",Rated 5 stars out of five stars,best one app
596,"May 16, 2019",Rated 5 stars out of five stars,Excellent App and Excellent proactive customer service
597,"April 17, 2019",Rated 5 stars out of five stars,very good and easy to understand
598,"January 31, 2019",Rated 4 stars out of five stars,I am not able to find some important links.
599,"February 26, 2019",Rated 5 stars out of five stars,User friendly and very easy app great work EMIRATES NBD
600,"May 8, 2019",Rated 5 stars out of five stars,very understandable and very easy use
601,"January 27, 2019",Rated 3 stars out of five stars,more smaller and user-friendly app required
602,"April 1, 2019",Rated 5 stars out of five stars,user friendly and speedy .
603,"February 11, 2019",Rated 4 stars out of five stars,everything is okay but little bit difficult
604,"April 16, 2019",Rated 5 stars out of five stars,It's above all my expectations
605,"May 22, 2019",Rated 4 stars out of five stars,App not launching since yesterday after Android updated
606,"March 18, 2019",Rated 5 stars out of five stars,all required facilities are available
607,"March 31, 2019",Rated 1 stars out of five stars,I can't download it mi 8 se android 9 error every time
608,"May 31, 2019",Rated 5 stars out of five stars,simply supper app
609,"April 28, 2019",Rated 5 stars out of five stars,very simple and user friendly
610,"May 15, 2019",Rated 5 stars out of five stars,I feel it is better than the website
611,"February 22, 2019",Rated 5 stars out of five stars,My experience with amazing and satisfying
612,"January 26, 2019",Rated 1 stars out of five stars,The new update is Not working
613,"March 3, 2019",Rated 5 stars out of five stars,love the me pay service! quick and efficient
614,"February 14, 2019",Rated 1 stars out of five stars,Smartpass setting up doesn't respond.
615,"March 30, 2019",Rated 5 stars out of five stars,Very reliable and user friendly.
616,"May 17, 2019",Rated 3 stars out of five stars,10 year customer but no value not given me
617,"April 29, 2019",Rated 5 stars out of five stars,Very user friendly App.. Gr8 Service.
618,"May 25, 2019",Rated 5 stars out of five stars,great app. very light and useful
619,"May 25, 2019",Rated 5 stars out of five stars,One of the best banking apps
620,"March 31, 2019",Rated 5 stars out of five stars,brilliant mind application wounderful and easy to use
621,"March 31, 2019",Rated 5 stars out of five stars,very nice and easy to use app
622,"March 31, 2019",Rated 5 stars out of five stars,I like the app.. easy to use
623,"May 23, 2019",Rated 5 stars out of five stars,I glad and happy for this method
624,"January 26, 2019",Rated 1 stars out of five stars,new update doesn't open at all always crashes
625,"February 23, 2019",Rated 1 stars out of five stars,often stops working during the transaction request
626,"May 3, 2019",Rated 1 stars out of five stars,total waste....each day new updates.
627,"February 6, 2019",Rated 5 stars out of five stars,very very helpful to send money to india nice app
628,"March 14, 2019",Rated 5 stars out of five stars,"Easy woking platform,user friendly and safety"
629,"April 20, 2019",Rated 4 stars out of five stars,it's really simple & friendly operational
630,"February 25, 2019",Rated 5 stars out of five stars,amazing application very fast and like Emirates NBD
631,"February 19, 2019",Rated 5 stars out of five stars,"Its a great app, easy to use"
632,"February 3, 2019",Rated 5 stars out of five stars,it's user friendly and more faster
633,"March 31, 2019",Rated 1 stars out of five stars,every 2 months y u need to update this app
634,"January 30, 2019",Rated 1 stars out of five stars,App gets hanged most of the time....
635,"May 15, 2019",Rated 5 stars out of five stars,it's a fantastic Bank nd online services
636,"February 17, 2019",Rated 4 stars out of five stars,good one ..it can be improved more
637,"January 31, 2019",Rated 2 stars out of five stars,Frequently quicks out when doing some important operations
638,"May 12, 2019",Rated 5 stars out of five stars,Absolutely amazing experience..Profoundly commendable
639,"February 24, 2019",Rated 5 stars out of five stars,A very user friendly application
640,"March 29, 2019",Rated 5 stars out of five stars,excellent persons .excellent service
641,"March 4, 2019",Rated 1 stars out of five stars,"Too slow, your session will expire"
642,"May 4, 2019",Rated 1 stars out of five stars,Its hang frequently. not reliable app
643,"March 12, 2019",Rated 5 stars out of five stars,easy to reach the information I want
644,"March 8, 2019",Rated 1 stars out of five stars,app is not user friendly..too complicated
645,"June 24, 2019",Rated 1 stars out of five stars,"very bad , always not working"
646,"January 26, 2019",Rated 4 stars out of five stars,hope the facechat with customer care is resolved
647,"May 3, 2019",Rated 4 stars out of five stars,I feel very comfortable thanks NBD
648,"March 27, 2019",Rated 5 stars out of five stars,fast and easy way of transaction
649,"April 15, 2019",Rated 5 stars out of five stars,efficient and user friendly
650,"April 18, 2019",Rated 5 stars out of five stars,great app with all necessary functions
651,"February 10, 2019",Rated 5 stars out of five stars,very easy to use and hassle free
652,"February 9, 2019",Rated 4 stars out of five stars,Nice and very easy to use..
653,"May 1, 2019",Rated 1 stars out of five stars,Used to be great until they loaded so many stuff. Always lagging and crashing whenever you wish to access the transactions. What good is an app if you're unable to use it? I got a heavy performing gaming phone that can manage graphics intensive games but not this app. You guys used to be great but now you lost your focus. I can see so many unessential features on this app and annoys me everytime. Not good ENBD.
654,"May 9, 2019",Rated 5 stars out of five stars,Easy and efficient to use 👍
655,"May 24, 2019",Rated 1 stars out of five stars,smart pass tab not enabled on the screen
656,"March 13, 2019",Rated 5 stars out of five stars,your service is excellent make it life easier
657,"February 26, 2019",Rated 2 stars out of five stars,THE SCREE N DOES NOT ACCEPT THAT I HAVE DOWNLOADED THE APP l
658,"April 2, 2019",Rated 4 stars out of five stars,easy access but finger print not working
659,"February 24, 2019",Rated 5 stars out of five stars,one of the best easy applications
660,"April 27, 2019",Rated 5 stars out of five stars,Easy to use and very helpful
661,"February 7, 2019",Rated 5 stars out of five stars,wonderful application it's quality.
662,"April 15, 2019",Rated 5 stars out of five stars,"usefull , easy to use like it"
663,"March 21, 2019",Rated 1 stars out of five stars,"Please fix the downloading issue - have tried multiple times and each one the download reaches 65%, says its downloading an additional file and fails - it's really frustrating UPDATE: contacted customer service and this is what they said: Hi we have checked and want to inform you that customers who have DU connection are unable to download the application and was getting stuck exactly at 65%. DU is already working on the issue with Google to resolve it. Thanks for your patience."
664,"April 1, 2019",Rated 5 stars out of five stars,Impressive app and services also.
665,"May 18, 2019",Rated 5 stars out of five stars,excellent app for transfer and payment
666,"January 29, 2019",Rated 1 stars out of five stars,Every time technical error after last update
667,"March 13, 2019",Rated 4 stars out of five stars,Very easy and very fast..
668,"February 14, 2019",Rated 5 stars out of five stars,"I Like their fecilities, Better Service"
669,"February 5, 2019",Rated 5 stars out of five stars,excellent and easy to use app
670,"March 29, 2019",Rated 5 stars out of five stars,Can work on this app easily.
671,"February 17, 2019",Rated 5 stars out of five stars,it's good for transferring amount
672,"February 4, 2019",Rated 2 stars out of five stars,Too many frustrating ads inside a small app
673,"January 25, 2019",Rated 2 stars out of five stars,much better than the older one
674,"March 29, 2019",Rated 5 stars out of five stars,its complete and easy to use
675,"March 1, 2019",Rated 3 stars out of five stars,Online advice / face banking is not working
676,"February 19, 2019",Rated 5 stars out of five stars,most advanced bank App I have seen.
677,"February 25, 2019",Rated 2 stars out of five stars,Very slow heavy and user non friendly application
678,"February 1, 2019",Rated 2 stars out of five stars,been using the app for the longest time. But the recent update is super disappointing. it required me to uninstall the old app as the new one was not updating. After that tried downloading the new app but it doesn't download at all !. despite my phone software being fully updated . help !!!
679,"March 29, 2019",Rated 5 stars out of five stars,Very good & user friendly app.
680,"March 6, 2019",Rated 5 stars out of five stars,very easy and user friendly
681,"February 9, 2019",Rated 4 stars out of five stars,"friendly use, comprehensive, fast"
682,"June 18, 2019",Rated 1 stars out of five stars,"zero star, uninstalled, it doesn't login since the last update again, seriously, why do you want access to media and pictures?!?, why do you want to manage calls? uninstalled"
683,"June 26, 2019",Rated 3 stars out of five stars,it's not working properly
684,"May 4, 2019",Rated 5 stars out of five stars,So easy and access of my processing
685,"February 15, 2019",Rated 5 stars out of five stars,Very good and fast application
686,"April 3, 2019",Rated 4 stars out of five stars,easy to use especually for payments
687,"May 28, 2019",Rated 1 stars out of five stars,consume more data always asking update
688,"May 22, 2019",Rated 4 stars out of five stars,it's good experience using Emirates nbd
689,"March 29, 2019",Rated 5 stars out of five stars,Quicker and Faster at a finger tip away
690,"February 5, 2019",Rated 5 stars out of five stars,I'm so happy to use this app
691,"March 6, 2019",Rated 5 stars out of five stars,good and best in online banking
692,"May 29, 2019",Rated 5 stars out of five stars,excellent app. Very handy
693,"March 30, 2019",Rated 4 stars out of five stars,it was good and efficient
694,"June 24, 2019",Rated 1 stars out of five stars,OTP via SMS stopped. Smartpass won't work when one is using a different mobile while travelling. Smart pass also disables joint account holders and trusted family members from independently accessing accounts in case of emergencies. very less thought out plan. customers aggrieved
695,"February 11, 2019",Rated 5 stars out of five stars,Excellent service experience!
696,"May 23, 2019",Rated 5 stars out of five stars,Its Excellent world's No 1 Banking 👍
697,"September 16, 2018",Rated 1 stars out of five stars,"Well, this is just substandard. For instance the app does not expect 14 symbol password and after 12 chars the keyboard just disappears. Half of my landing screen is expected to be my photo... why in the world would I have my own photo in my mob banking app? 9 out of 10 times I login to know my outstanding and I have to tap 4 (!) times to get to that. It won't work until you upgrade to a new version, which is so bloody convenient when you are roamng... and so forth and so on..."
698,"April 3, 2019",Rated 4 stars out of five stars,user friendly and useful app
699,"April 2, 2019",Rated 5 stars out of five stars,"Simple, easy to use and secure."
700,"February 26, 2019",Rated 5 stars out of five stars,Excellent and easy to use
701,"January 25, 2019",Rated 5 stars out of five stars,Great and very intuitive.....secure too
702,"April 2, 2019",Rated 5 stars out of five stars,its good app for online banking
703,"May 27, 2019",Rated 5 stars out of five stars,the best mobile banking app
704,"February 25, 2019",Rated 1 stars out of five stars,What is wrong in this app
705,"January 27, 2019",Rated 1 stars out of five stars,"Very rude favebanking agents, very rude"
706,"March 13, 2019",Rated 5 stars out of five stars,Awesome and very accurate!
707,"March 5, 2019",Rated 5 stars out of five stars,it's superb and user friendly
708,"February 2, 2019",Rated 5 stars out of five stars,User friendly and intuitive
709,"February 6, 2019",Rated 5 stars out of five stars,very good and user friendly
710,"March 29, 2019",Rated 4 stars out of five stars,Well organised and easy to use
711,"February 14, 2019",Rated 5 stars out of five stars,your app and FAB app are the best in UAE
712,"November 11, 2018",Rated 5 stars out of five stars,"I love almost everything in this app. However... during the last 3 updates, the transfering via western union was affected. If you are transfering via WU, there is a provision to put the wu #. This is for the transaction to be credited to your wu acct for the points. However, by entering the wu number, sending the money will not go through. Transaction will fail. If you remove the wu acct no. The transaction will be successful. Consequently, the transaction is not being credited to the wu acct."
713,"March 13, 2019",Rated 5 stars out of five stars,Easy to understand and use
714,"January 25, 2019",Rated 5 stars out of five stars,very good service i like this bank
715,"May 3, 2019",Rated 4 stars out of five stars,Options are user friendly
716,"April 28, 2019",Rated 5 stars out of five stars,Best for all categories bankers
717,"April 13, 2019",Rated 1 stars out of five stars,Bad app and a terrible company. I want to close my account and they've thrown up all these barriers and delays. Looking fwd to leaving NBD in the past. My advice is find another bank to use.
718,"April 22, 2019",Rated 5 stars out of five stars,It's very easy and useful
719,"September 15, 2018",Rated 1 stars out of five stars,Internet banking in credit card if money spend in eur overseas showing in statement amount in aed but next to it currency in EUR if you press on description same thing... they don't show how much money was original amount in EUR and conversion rate... because of this mistake of the program I called to banking because I thought someone used card for 250 euro bill... the bank officer without hearing my situation blocked my card even didn't ask if I want to do it or not... now I have hotels and car rentals returns and bank created a big mess... very disappointed of the program and bank officers assisting on customer care phone like... they are not flexible and do not hear problem of the clients...
720,"March 9, 2019",Rated 4 stars out of five stars,good and will try this out
721,"September 14, 2018",Rated 1 stars out of five stars,"Bugs, bugs, bugs. The worst banking application ever created! Amazing combination of Arab zeal to show off with ""intelligence and creativity"". I am keen on follow through, but I gave in in 30 minutes of use. The list of what's wrong with it can be endless: 1) it's huge, 2) it's slow, 3) interface non-friendly and not intuitive - if you got you card in the bank and want to start using the app - do not go on your first use to "" new customer"" part you'll get enrolled for new services, but will not be registered, 4) if you try to register through card number, you will have to enter your birth date in a small field scrolling month by month from current date , so if you are 50 years old, you will have to make 60 scrolls inside that small field !!!... etc. The app should go as a quest in game part of Google store."
722,"March 9, 2019",Rated 1 stars out of five stars,"I'm trying to contact you last 6 days through this app but no answer, Also I called the number and I can't talk to real person just the auto answer on Your Services are not good This is the last month for me with you guys, I'll Transfer accounts to another bank who cares about his customers"
723,"October 4, 2018",Rated 5 stars out of five stars,It's a easy to use app with all the needed features. Ads are sometimes annoying becoz it blocks your view of the feature descriptions and even after closing it once they seem to reappear. I think putting them under notifications tab and hiding it from the bottom display will be good.
724,"March 30, 2019",Rated 5 stars out of five stars,excellent highly recommended platform to ise
725,"April 10, 2019",Rated 5 stars out of five stars,Amazing app so easy and secure
726,"January 14, 2019",Rated 2 stars out of five stars,After login to the account the application is stuck and we cannot do anything .I reinstallled the app multiple times and result is the same. Please rectify the error this is happened with new version.
727,"February 26, 2019",Rated 5 stars out of five stars,online banking in Enbd it's amazing
728,"October 3, 2018",Rated 2 stars out of five stars,"Hi, I just want to bring into your kind notice that since last update, app is not working fine not even able to login, instead popup msg showing ""we are enhancing our system"" , please check if something went wrong with app or else advice what required to be done. Thanks."
729,"March 29, 2019",Rated 5 stars out of five stars,most seamless banking app i have used
730,"January 25, 2019",Rated 5 stars out of five stars,Easy to use and user friendly
731,"November 29, 2018",Rated 1 stars out of five stars,This bank has the worst employees.. they don't understand the of the customer.. I deposited money in an ATM and I didn't receive the amount and the bank officials did not even have the decency to help and FYI I still haven't received my money.. thanks Emirates NBD
732,"April 30, 2019",Rated 1 stars out of five stars,The app does not work at all.
733,"March 24, 2019",Rated 5 stars out of five stars,I really enjoy this app Thanks ENBD
734,"May 14, 2019",Rated 5 stars out of five stars,Easy of Banking services..👍
735,"May 30, 2019",Rated 5 stars out of five stars,Excellent mobile banking app
736,"May 12, 2019",Rated 5 stars out of five stars,Thanks for All facility under one Apk
737,"January 25, 2019",Rated 1 stars out of five stars,unable to access the app for 2 days now. keeps saying update required but there is nothing to update. so im unable to access banking complety while on leave.
738,"March 24, 2019",Rated 4 stars out of five stars,Very good and easy to use
739,"March 29, 2019",Rated 5 stars out of five stars,best app for any banking services
740,"May 20, 2019",Rated 4 stars out of five stars,it's a user friendly app
741,"March 22, 2019",Rated 5 stars out of five stars,very good apps in NBD Bank very usefull
742,"May 18, 2019",Rated 4 stars out of five stars,good and easy to operate
743,"January 5, 2019",Rated 2 stars out of five stars,"Works well for transfers and is usert friendly for basic services, but keeps crashing and can't use the app to change major account settings like transfer limits - need to log in online on a computer for major changes and services."
744,"February 6, 2019",Rated 5 stars out of five stars,very very good experience
745,"February 16, 2019",Rated 1 stars out of five stars,its asking for an update and giving error unable to update the app! This app was fine untill Dec 2018 what happened now??? i need to make an urgent transfer and i cannot use the app...
746,"April 20, 2019",Rated 5 stars out of five stars,Easy to use and best app
747,"May 25, 2019",Rated 5 stars out of five stars,Excellent app.. Great bank..
748,"April 4, 2019",Rated 4 stars out of five stars,Easy to use and secured
749,"March 29, 2019",Rated 5 stars out of five stars,its very simple application
750,"March 29, 2019",Rated 1 stars out of five stars,Not recomended hyper expensive and charges
751,"March 30, 2019",Rated 5 stars out of five stars,Best banking app ever i have used 👍😊
752,"January 27, 2019",Rated 1 stars out of five stars,"App was working fine until the last update. unable to login without updating,and the update is unavailable. Unusable app, mediocre service from what should have been a top bank"
753,"March 16, 2019",Rated 5 stars out of five stars,Excellent banking app I ever had👌
754,"February 17, 2019",Rated 4 stars out of five stars,superb bwnk and app as well.
755,"May 14, 2019",Rated 5 stars out of five stars,excellent and fast guidance
756,"February 2, 2019",Rated 5 stars out of five stars,EXCELLENT VERY EASY TO USE
757,"April 14, 2019",Rated 3 stars out of five stars,super app easy and friendly
758,"March 29, 2019",Rated 4 stars out of five stars,Makes your life easier!
759,"March 8, 2019",Rated 2 stars out of five stars,keeps on hanging out very slow
760,"April 10, 2019",Rated 4 stars out of five stars,A simple and beautiful
761,"December 7, 2018",Rated 1 stars out of five stars,"99% of the times this app crashes. It's the most slow and poorly built banking app I've ever seen. I hope the bank has an support team, if yes, then please fix it, test it before you give it to your customers. Thanks."
762,"April 2, 2019",Rated 2 stars out of five stars,Every time need updation...
763,"February 8, 2019",Rated 5 stars out of five stars,Fast Secure and user friendly
764,"May 1, 2019",Rated 5 stars out of five stars,thank you amazing services
765,"March 3, 2019",Rated 5 stars out of five stars,Efficient and well secured👍
766,"June 22, 2019",Rated 2 stars out of five stars,Unable to update it. Cant even use the previous app. I uninstalled the app and now cant even download the updated aap.
767,"September 13, 2018",Rated 4 stars out of five stars,App.is wonderful. Easy to use. But only concern is why this app is having a 132 mb of size. Have used a lot of banking app be it in India or in UAE. They are very small in size. This app take a big space in my mobile.
768,"January 12, 2019",Rated 1 stars out of five stars,I were regularly using NBD app and unisntalled it due to storage issues but today I installed it again and its not working well. it stuck on main screen after login and keep Loading.... data
769,"January 2, 2019",Rated 1 stars out of five stars,This app has refused to load when i login for the last month. It is pretty consistent with with my whole experience with this aweful bank.
770,"February 25, 2019",Rated 5 stars out of five stars,Its working now . Cheers 🥂
771,"November 21, 2018",Rated 1 stars out of five stars,"Poorly programmed, crashes and lags all the time. Impossible to use. Very inconvenient. Never works whenever you need it. I just can't believe that such a big company cant make properly working banking application."
772,"March 2, 2019",Rated 1 stars out of five stars,It stucks in several times. Mainly at the end if a transaction and we lose all the inpits which we entered. The issue is getting worser than beforw and we will be insisted to close the app withouy making a transfer. Dear team@ Please di the needful.
773,"March 13, 2019",Rated 5 stars out of five stars,Great and easy application
774,"April 3, 2019",Rated 3 stars out of five stars,Not that good and bad
775,"January 29, 2019",Rated 5 stars out of five stars,"easy to use, easy to install"
776,"April 5, 2019",Rated 5 stars out of five stars,one of the best bank app
777,"April 16, 2019",Rated 4 stars out of five stars,It was user friendly
778,"April 27, 2019",Rated 5 stars out of five stars,its very easy thanks Enbd
779,"May 15, 2019",Rated 5 stars out of five stars,Nice app can improve more
780,"May 27, 2019",Rated 5 stars out of five stars,Very simple using methods
781,"April 13, 2019",Rated 1 stars out of five stars,I can't understand that the app not accepting to send complete the request for forgetting pasword/Id and I should visit the branch !!!! this app should make my life easier !
782,"March 28, 2019",Rated 3 stars out of five stars,too much security parameters
783,"March 18, 2019",Rated 1 stars out of five stars,Its not downloading...
784,"April 8, 2019",Rated 5 stars out of five stars,more convenient more easy
785,"October 15, 2018",Rated 1 stars out of five stars,This app started continuously hanging recently. I removed it and installed it again several times. The issue still exists! Very disappointing.
786,"April 2, 2019",Rated 5 stars out of five stars,very friendly and easy
787,"April 19, 2019",Rated 5 stars out of five stars,fantasic mob app easy to use
788,"May 2, 2019",Rated 5 stars out of five stars,it is user friendly
789,"March 7, 2019",Rated 1 stars out of five stars,bad service with staff attutute
790,"October 18, 2018",Rated 1 stars out of five stars,one of the worst bank systems I have ever seen. I can't see transactions older than 10 days. and stupid little things in every corner of this app. customer service chat disconnect frequently then gotta start all over
791,"January 25, 2019",Rated 3 stars out of five stars,needs descriptions of shake n save account
792,"March 13, 2019",Rated 5 stars out of five stars,lin is a great help.
793,"October 25, 2018",Rated 5 stars out of five stars,"It makes life more easy and convenient by using their direct remit free of charge mobile application. Anywhere, anytime transaction can be done in a snap. Tnx, and more helpful products to come up soon.."
794,"October 26, 2018",Rated 3 stars out of five stars,"I am unable to Enable touch ID for login. After asking smart pass pin, nothing happens and stays in the same screen. Please address this issue as soon as possible. Otherwise it's a good app to use👍"
795,"May 20, 2019",Rated 5 stars out of five stars,Excellent and extremly convenient
796,"April 7, 2019",Rated 5 stars out of five stars,Simple and easy to use..
797,"February 5, 2019",Rated 5 stars out of five stars,Very easy and simple to use.
798,"March 29, 2019",Rated 5 stars out of five stars,This is an excellent App
799,"January 27, 2019",Rated 5 stars out of five stars,nice and user friendly app
800,"December 24, 2018",Rated 5 stars out of five stars,use full app I love it. I have complain after this last update in UAe this app not supporting to my phone. I cannot log in any more. since 20 days.
801,"February 21, 2019",Rated 1 stars out of five stars,direct remit is not working
